Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,nDSX_mean,nDSX_var,nDSX_stdev,nDSX_max,nDSX_min,nDSX_median,nDSX_muc,nDSX_notempty,cDSX_mean,cDSX_var,cDSX_stdev,cDSX_max,cDSX_min,cDSX_median,cDSX_muc,cDSX_notempty
1482,824.000000,1100188.000000,468328.000000,1236.000000,1335.179612,568.359223,1.500000,1030.000000,22013.669903,9849.417476,1618.834951,0.000000,0.000000,0.133332,2.849637,1.274992,0.209556,0.000000,0.000000,4.257961,4.139296,0.478575,4.257961,2.034526,0.782198,6.000000,11.000000,2.000000,568,1335,2,559,1329,0,579,1341,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.533981,    62.842100,     7.927301,    62.000000,     0.000000,     0.000000,  2088.000000,183
1483,3724.000000,5038864.000000,1201136.000000,5586.000000,1353.078410,322.539205,1.500000,4655.000000,324149.276047,350373.104189,-145113.447905,0.000000,0.000000,0.080644,5.615634,6.069942,-2.513978,0.000000,0.000000,11.766221,28.708865,2.239208,11.766221,5.358065,1.308272,21.000000,20.000000,2.000000,323,1353,2,303,1332,0,343,1371,3,3.766112,   946.429031,    30.764087,   255.000000,     0.000000,     0.000000, 14025.000000,55,3.585392,   117.368747,    10.833686,   104.000000,     0.000000,     0.000000, 13352.000000,1381
1484,1508.000000,2031064.000000,1304140.000000,2262.000000,1346.859416,864.814324,1.500000,1885.000000,35356.010610,94662.196286,-14863.363395,0.000000,0.000000,0.109004,2.044536,5.474042,-0.859505,0.000000,0.000000,7.627582,11.272683,1.139434,7.627582,3.357482,1.044471,16.000000,16.000000,2.000000,865,1347,2,849,1332,0,874,1363,3,2.874668,   725.257672,    26.930608,   255.000000,     0.000000,     0.000000,  4335.000000,17,3.092175,   153.026004,    12.370368,   169.000000,     0.000000,     0.000000,  4663.000000,508
1485,3568.000000,4841696.000000,711496.000000,5352.000000,1356.977578,199.410314,1.500000,4460.000000,368191.300448,242966.206278,-34535.174888,0.000000,0.000000,0.081803,6.753160,4.456351,-0.633425,0.000000,0.000000,11.291314,30.610197,2.428990,11.291314,5.532648,1.344235,24.000000,24.000000,2.000000,199,1357,2,180,1333,0,223,1374,3,1.848655,   464.038765,    21.541559,   255.000000,     0.000000,     0.000000,  6596.000000,28,1.489910,    28.170350,     5.307575,    98.000000,     0.000000,     0.000000,  5316.000000,752
1486,2036.000000,2741072.000000,478300.000000,3054.000000,1346.302554,234.921415,1.500000,2545.000000,149347.426326,83733.626719,-65199.591356,0.000000,0.000000,0.098624,5.787541,3.244862,-2.526627,0.000000,0.000000,9.131027,13.286739,1.222540,9.131027,3.645098,1.069271,14.000000,20.000000,2.000000,235,1346,2,215,1333,0,252,1360,3,1.990668,   481.455933,    21.942104,   255.000000,     0.000000,     0.000000,  4053.000000,18,2.124263,    34.150153,     5.843813,    61.000000,     0.000000,     0.000000,  4325.000000,567
1487,1744.000000,2356064.000000,448720.000000,2616.000000,1350.954128,257.293578,1.500000,2180.000000,58417.688073,87108.330275,-18132.513761,0.000000,0.000000,0.103847,2.782803,4.149519,-0.863766,0.000000,0.000000,7.036168,11.521101,1.121674,7.036168,3.394275,1.039016,17.000000,12.000000,2.000000,257,1351,2,245,1334,0,269,1363,3,2.047018,   518.096468,    22.761733,   255.000000,     0.000000,     0.000000,  3570.000000,14,1.711583,    29.643102,     5.444548,    65.000000,     0.000000,     0.000000,  2985.000000,472
1488,4272.000000,5774812.000000,1754552.000000,6408.000000,1351.781835,410.709738,1.500000,5340.000000,541320.074906,275080.670412,53513.475655,0.000000,0.000000,0.077037,7.809307,3.968427,0.772007,0.000000,0.000000,11.854771,31.301991,2.341515,11.854771,5.594818,1.327901,18.000000,26.000000,2.000000,411,1352,2,385,1336,0,431,1370,3,0.596910,   151.891332,    12.324420,   255.000000,     0.000000,     0.000000,  2550.000000,10,2.268493,    39.393360,     6.276413,    71.000000,     0.000000,     0.000000,  9691.000000,1367
1489,1816.000000,2451112.000000,1277244.000000,2724.000000,1349.731278,703.328194,1.500000,2270.000000,76264.396476,66588.863436,2192.158590,0.000000,0.000000,0.102456,3.442184,3.005480,0.098943,0.000000,0.000000,6.550120,10.996227,1.058948,6.550120,3.316056,1.019276,13.000000,14.000000,2.000000,703,1350,2,689,1337,0,715,1363,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.504956,    20.037441,     4.476320,    41.000000,     0.000000,     0.000000,  2733.000000,450
1490,1708.000000,2308240.000000,1236520.000000,2562.000000,1351.428571,723.957845,1.500000,2135.000000,35260.964871,120682.285714,-19041.142857,0.000000,0.000000,0.104572,1.727072,5.910983,-0.932630,0.000000,0.000000,7.742626,10.137618,0.976584,7.742626,3.183963,0.992133,16.000000,10.000000,2.000000,724,1351,2,714,1337,0,734,1367,3,2.239461,   566.379063,    23.798720,   255.000000,     0.000000,     0.000000,  3825.000000,15,2.656323,    53.596521,     7.320965,    64.000000,     0.000000,     0.000000,  4537.000000,578
1491,1900.000000,2565032.000000,1693088.000000,2850.000000,1350.016842,891.098947,1.500000,2375.000000,93985.397895,77063.461053,32444.833684,0.000000,0.000000,0.100923,3.993824,3.274742,1.378714,0.000000,0.000000,7.369489,11.911459,1.128111,7.369489,3.451298,1.041000,15.000000,14.000000,2.000000,891,1350,2,877,1338,0,905,1365,3,4.697368,  1176.382826,    34.298438,   255.000000,     0.000000,     0.000000,  8925.000000,35,1.969474,    46.797383,     6.840861,    78.000000,     0.000000,     0.000000,  3742.000000,591
1492,2620.000000,3550312.000000,1710056.000000,3930.000000,1355.080916,652.693130,1.500000,3275.000000,175893.276336,139370.845802,69853.056489,0.000000,0.000000,0.090673,4.869834,3.858663,1.933973,0.000000,0.000000,8.819170,15.842236,1.364696,8.819170,3.980231,1.109205,16.000000,17.000000,2.000000,653,1355,2,636,1341,0,667,1371,3,0.161832,    23.213205,     4.818008,   184.000000,     0.000000,     0.000000,   424.000000,4,2.823664,    61.123533,     7.818154,    79.000000,     0.000000,     0.000000,  7398.000000,695
1493,4.000000,5368.000000,632.000000,6.000000,1342.000000,158.000000,1.500000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.787451,0.000000,0.000000,0.000000,0.000000,0.000000,0.787451,0.000000,0.000000,0.787451,0.000000,-0.000000,0.000000,0.000000,2.000000,158,1342,2,158,1342,0,158,1342,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.750000,     2.250000,     1.500000,     4.000000,     1.000000,     1.000000,     7.000000,4
1494,3724.000000,5058460.000000,1674724.000000,5586.000000,1358.340494,449.711063,1.500000,4655.000000,259685.104189,386324.253491,-16789.628357,0.000000,0.000000,0.080644,4.498843,6.692768,-0.290867,0.000000,0.000000,11.272255,30.927644,2.421352,11.272255,5.561263,1.342825,25.000000,18.000000,2.000000,450,1358,2,434,1343,0,468,1383,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.199785,    63.139232,     7.946020,   109.000000,     0.000000,     0.000000,  8192.000000,795
1495,1292.000000,1750280.000000,711356.000000,1938.000000,1354.705882,550.585139,1.500000,1615.000000,30553.634675,48756.235294,-10601.647059,0.000000,0.000000,0.114768,2.171265,3.464816,-0.753396,0.000000,0.000000,5.750849,7.602272,0.798264,5.750849,2.757222,0.927646,14.000000,12.000000,2.000000,551,1355,2,539,1343,0,560,1369,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.133127,    43.255695,     6.576906,    63.000000,     0.000000,     0.000000,  2756.000000,298
1496,1160.000000,1568952.000000,193388.000000,1740.000000,1352.544828,166.713793,1.500000,1450.000000,31884.979310,25575.668966,-5707.117241,0.000000,0.000000,0.118966,2.616027,2.098375,-0.468245,0.000000,0.000000,4.833367,5.831006,0.626970,4.833367,2.414748,0.855886,11.000000,12.000000,2.000000,167,1353,2,158,1344,0,179,1364,3,1.538793,   390.360875,    19.757552,   255.000000,     0.000000,     0.000000,  1785.000000,7,1.034483,    11.764125,     3.429887,    50.000000,     0.000000,     0.000000,  1200.000000,357
1497,3904.000000,5316740.000000,2246708.000000,5856.000000,1361.869877,575.488730,1.500000,4880.000000,271239.504098,353041.897541,-135.725410,0.000000,0.000000,0.079385,4.412383,5.743102,-0.002208,0.000000,0.000000,10.234870,26.146955,2.011684,10.234870,5.113409,1.262370,22.000000,18.000000,2.000000,575,1362,2,557,1344,0,592,1384,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.213627,    76.098344,     8.723436,   136.000000,     0.000000,     0.000000,  8642.000000,830
1498,3316.000000,4513656.000000,2741752.000000,4974.000000,1361.174910,826.825090,1.500000,4145.000000,289454.552473,196438.552473,66869.447527,0.000000,0.000000,0.083825,5.853663,3.972593,1.352306,0.000000,0.000000,9.910080,22.249167,1.795984,9.910080,4.716902,1.215535,17.000000,19.000000,2.000000,827,1361,2,809,1344,0,846,1377,3,1.384198,   351.160341,    18.739273,   255.000000,     0.000000,     0.000000,  4590.000000,18,1.932750,    33.099247,     5.753194,    71.000000,     0.000000,     0.000000,  6409.000000,963
1499,2232.000000,3038432.000000,1351284.000000,3348.000000,1361.304659,605.413978,1.500000,2790.000000,81037.483871,164128.831541,-4337.505376,0.000000,0.000000,0.095649,2.778180,5.626772,-0.148701,0.000000,0.000000,8.500600,16.413994,1.493082,8.500600,4.051419,1.142952,18.000000,14.000000,2.000000,605,1361,2,594,1345,0,619,1379,3,0.174731,    32.702759,     5.718633,   192.000000,     0.000000,     0.000000,   390.000000,3,3.046595,    85.749509,     9.260103,    87.000000,     0.000000,     0.000000,  6800.000000,674
1500,1260.000000,1711624.000000,788544.000000,1890.000000,1358.431746,625.828571,1.500000,1575.000000,26770.971429,57349.130159,-12766.742857,0.000000,0.000000,0.115732,1.967147,4.214048,-0.938108,0.000000,0.000000,6.296926,8.124965,0.857528,6.296926,2.850432,0.950056,14.000000,11.000000,2.000000,626,1358,2,615,1345,0,637,1372,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,3.111111,    67.638161,     8.224242,    70.000000,     0.000000,     0.000000,  3920.000000,318
1501,1388.000000,1883340.000000,1040324.000000,2082.000000,1356.873199,749.512968,1.500000,1735.000000,83674.766571,38113.682997,-17797.717579,0.000000,0.000000,0.112059,5.404330,2.461661,-1.149507,0.000000,0.000000,7.978051,12.863719,1.342721,7.978051,3.586603,1.103219,12.000000,16.000000,2.000000,750,1357,2,734,1345,0,764,1368,3,1.837176,   465.439944,    21.574057,   255.000000,     0.000000,     0.000000,  2550.000000,10,1.551873,    21.700984,     4.658432,    39.000000,     0.000000,     0.000000,  2154.000000,369
1502,2400.000000,3261300.000000,1861084.000000,3600.000000,1358.875000,775.451667,1.500000,3000.000000,122482.393333,131542.500000,-37600.500000,0.000000,0.000000,0.093363,3.811758,4.093717,-1.170160,0.000000,0.000000,7.998837,14.973059,1.329015,7.998837,3.869504,1.099453,17.000000,18.000000,2.000000,775,1359,2,761,1345,0,793,1376,3,1.912500,   484.231607,    22.005263,   255.000000,     0.000000,     0.000000,  4590.000000,18,3.205000,    86.438158,     9.297212,    83.000000,     0.000000,     0.000000,  7692.000000,1003
1503,900.000000,1220512.000000,311000.000000,1350.000000,1356.124444,345.555556,1.500000,1125.000000,24350.222222,20714.062222,-8794.222222,0.000000,0.000000,0.129468,2.802289,2.383830,-1.012063,0.000000,0.000000,5.315587,6.327346,0.732259,5.315587,2.515422,0.901339,13.000000,12.000000,2.000000,346,1356,2,334,1346,0,357,1369,3,2.001111,   474.414904,    21.781068,   255.000000,     0.000000,     0.000000,  1801.000000,9,1.976667,    41.755851,     6.461877,    73.000000,     0.000000,     0.000000,  1779.000000,381
1504,1852.000000,2520108.000000,929432.000000,2778.000000,1360.749460,501.853132,1.500000,2315.000000,80472.051836,103555.749460,47103.853132,0.000000,0.000000,0.101788,3.538266,4.553230,2.071103,0.000000,0.000000,8.193283,12.644684,1.203242,8.193283,3.555936,1.063615,17.000000,18.000000,2.000000,502,1361,2,484,1346,0,515,1378,3,0.128510,    28.838149,     5.370116,   231.000000,     0.000000,     0.000000,   238.000000,2,1.117711,    11.927790,     3.453663,    30.000000,     0.000000,     0.000000,  2070.000000,376
1505,1248.000000,1693992.000000,847880.000000,1872.000000,1357.365385,679.391026,1.500000,1560.000000,41369.179487,32713.384615,-8338.307692,0.000000,0.000000,0.116102,3.078866,2.434666,-0.620571,0.000000,0.000000,5.629634,7.751031,0.825588,5.629634,2.784067,0.938111,14.000000,13.000000,2.000000,679,1357,2,670,1346,0,692,1371,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,4.425481,   155.479607,    12.469146,   100.000000,     0.000000,     0.000000,  5523.000000,327
1506,4032.000000,5519104.000000,1545996.000000,6048.000000,1368.825397,383.431548,1.500000,5040.000000,476245.107143,281869.079365,134923.809524,0.000000,0.000000,0.078536,7.421126,4.392247,2.102461,0.000000,0.000000,11.891909,29.102855,2.212763,11.891909,5.394706,1.303102,21.000000,25.000000,2.000000,383,1369,2,361,1348,0,408,1385,3,0.379464,    96.643369,     9.830736,   255.000000,     0.000000,     0.000000,  1530.000000,6,3.471726,   107.262907,    10.356781,   106.000000,     0.000000,     0.000000, 13998.000000,1559
1507,1876.000000,2555848.000000,1777600.000000,2814.000000,1362.392324,947.547974,1.500000,2345.000000,54480.682303,94623.249467,-5983.309168,0.000000,0.000000,0.101352,2.354681,4.089662,-0.258601,0.000000,0.000000,6.545695,10.216122,0.969227,6.545695,3.196267,0.989635,15.000000,11.000000,2.000000,948,1362,2,937,1350,0,959,1377,3,1.015458,   249.408294,    15.792666,   255.000000,     0.000000,     0.000000,  1905.000000,8,1.807036,    38.682745,     6.219545,    55.000000,     0.000000,     0.000000,  3390.000000,479
1508,5120.000000,7047740.000000,4685580.000000,7680.000000,1376.511719,915.152344,1.500000,6400.000000,628861.171875,702815.296875,-386675.140625,0.000000,0.000000,0.072525,7.126257,7.964306,-4.381804,0.000000,0.000000,15.163088,38.649924,2.723705,15.163088,6.216906,1.396540,26.000000,23.000000,2.000000,915,1377,2,892,1351,0,936,1399,3,1.593750,   403.945106,    20.098386,   255.000000,     0.000000,     0.000000,  8160.000000,32,1.793750,    31.184645,     5.584321,    63.000000,     0.000000,     0.000000,  9184.000000,1571
1509,2388.000000,3267148.000000,1268720.000000,3582.000000,1368.152429,531.289782,1.500000,2985.000000,135891.470687,120068.515913,52390.519263,0.000000,0.000000,0.093519,4.257419,3.761693,1.641372,0.000000,0.000000,8.112631,14.070942,1.245763,8.112631,3.751125,1.075999,17.000000,17.000000,2.000000,531,1368,2,516,1354,0,548,1385,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.567002,    76.739958,     8.760135,    80.000000,     0.000000,     0.000000,  6130.000000,541
1510,1236.000000,1690564.000000,581292.000000,1854.000000,1367.770227,470.300971,1.500000,1545.000000,33620.038835,36482.744337,-14122.524272,0.000000,0.000000,0.116476,2.534585,2.750402,-1.064685,0.000000,0.000000,5.401464,6.453151,0.679939,5.401464,2.540305,0.879339,13.000000,11.000000,2.000000,470,1368,2,459,1355,0,480,1380,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.417476,    69.057962,     8.310112,   113.000000,     0.000000,     0.000000,  2988.000000,271
1511,108.000000,146928.000000,104028.000000,162.000000,1360.444444,963.222222,1.500000,135.000000,322.666667,946.666667,-470.666667,0.000000,0.000000,0.262484,0.627368,1.840625,-0.915128,0.000000,0.000000,2.730477,0.965098,0.083284,2.730477,0.982394,0.436703,7.000000,4.000000,2.000000,963,1360,2,960,1356,0,967,1367,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.092593,     7.393216,     2.719047,    15.000000,     0.000000,     0.000000,   118.000000,37
1512,3872.000000,5348948.000000,3412360.000000,5808.000000,1381.443182,881.291322,1.500000,4840.000000,170495.388430,584675.500000,-31087.909091,0.000000,0.000000,0.079603,2.804134,9.616147,-0.511302,0.000000,0.000000,12.499885,27.692236,2.125692,12.499885,5.262341,1.285780,24.000000,14.000000,2.000000,881,1381,2,868,1357,0,895,1405,3,1.707903,   430.829408,    20.756431,   255.000000,     0.000000,     0.000000,  6613.000000,27,1.659866,    23.566790,     4.854564,    62.000000,     0.000000,     0.000000,  6427.000000,1217
1513,2136.000000,2935328.000000,1694012.000000,3204.000000,1374.217228,793.076779,1.500000,2670.000000,89279.408240,130771.205993,-49455.625468,0.000000,0.000000,0.097061,3.245510,4.753832,-1.797825,0.000000,0.000000,8.096402,12.972856,1.183793,8.096402,3.601785,1.057853,18.000000,13.000000,2.000000,793,1374,2,780,1359,0,805,1392,3,1.074438,   272.955112,    16.521353,   255.000000,     0.000000,     0.000000,  2295.000000,9,1.565075,    25.118948,     5.011881,    48.000000,     0.000000,     0.000000,  3343.000000,598
1514,988.000000,1354292.000000,171436.000000,1482.000000,1370.740891,173.518219,1.500000,1235.000000,21670.672065,21125.668016,4056.663968,0.000000,0.000000,0.125504,2.202232,2.146847,0.412249,0.000000,0.000000,4.474584,5.103734,0.572036,4.474584,2.259145,0.830120,11.000000,12.000000,2.000000,174,1371,2,162,1360,0,182,1381,3,1.032389,   262.458930,    16.200584,   255.000000,     0.000000,     0.000000,  1020.000000,4,1.163968,    12.200038,     3.492855,    42.000000,     0.000000,     0.000000,  1150.000000,301
1515,1400.000000,1919676.000000,326428.000000,2100.000000,1371.197143,233.162857,1.500000,1750.000000,38998.868571,47509.588571,-15544.948571,0.000000,0.000000,0.111738,2.490088,3.033499,-0.992549,0.000000,0.000000,5.635325,7.185720,0.733954,5.635325,2.680619,0.902034,13.000000,10.000000,2.000000,233,1371,2,223,1360,0,243,1384,3,4.553571,  1141.240874,    33.782257,   255.000000,     0.000000,     0.000000,  6375.000000,25,1.336429,    16.264862,     4.032972,    47.000000,     0.000000,     0.000000,  1871.000000,376
1516,736.000000,1007808.000000,359684.000000,1104.000000,1369.304348,488.701087,1.500000,920.000000,10578.239130,14395.826087,3026.956522,0.000000,0.000000,0.138447,1.591877,2.166371,0.455515,0.000000,0.000000,3.896696,3.761422,0.448722,3.896696,1.939439,0.765583,9.000000,8.000000,2.000000,489,1369,2,481,1360,0,497,1377,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,3.796196,   109.669972,    10.472343,    81.000000,     0.000000,     0.000000,  2794.000000,188
1517,1976.000000,2723912.000000,1697620.000000,2964.000000,1378.497976,859.119433,1.500000,2470.000000,43935.813765,215669.991903,-16681.522267,0.000000,0.000000,0.099613,1.771887,8.697754,-0.672749,0.000000,0.000000,10.569254,16.001757,1.490090,10.569254,4.000220,1.142188,22.000000,11.000000,2.000000,859,1378,2,850,1361,0,870,1400,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.027834,    32.212389,     5.675596,    88.000000,     0.000000,     0.000000,  4007.000000,667
1518,1040.000000,1427892.000000,727912.000000,1560.000000,1372.973077,699.915385,1.500000,1300.000000,17744.553846,33507.246154,-222.369231,0.000000,0.000000,0.123376,1.684046,3.180004,-0.021104,0.000000,0.000000,4.987426,5.954936,0.660660,4.987426,2.440274,0.870949,11.000000,10.000000,2.000000,700,1373,2,693,1362,0,710,1384,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.899038,    67.091818,     8.190960,    76.000000,     0.000000,     0.000000,  3015.000000,376
1519,1608.000000,2208736.000000,456428.000000,2412.000000,1373.592040,283.848259,1.500000,2010.000000,55278.975124,58644.378109,-7919.542289,0.000000,0.000000,0.106696,2.934350,3.112994,-0.420390,0.000000,0.000000,6.154040,9.603115,0.955770,6.154040,3.098889,0.985034,15.000000,14.000000,2.000000,284,1374,2,272,1363,0,298,1389,3,3.647388,   917.351007,    30.287803,   255.000000,     0.000000,     0.000000,  5865.000000,23,1.494403,    20.569975,     4.535413,    49.000000,     0.000000,     0.000000,  2403.000000,472
1520,1720.000000,2365012.000000,595704.000000,2580.000000,1375.006977,346.339535,1.500000,2150.000000,88929.711628,49923.916279,-24160.074419,0.000000,0.000000,0.104328,4.315280,2.422539,-1.172358,0.000000,0.000000,6.842146,9.782451,0.947246,6.842146,3.127691,0.982097,12.000000,17.000000,2.000000,346,1375,2,329,1363,0,361,1385,3,0.593023,   150.957019,    12.286457,   255.000000,     0.000000,     0.000000,  1020.000000,4,2.306977,    53.524093,     7.316016,    90.000000,     0.000000,     0.000000,  3968.000000,583
1521,72.000000,98684.000000,11392.000000,108.000000,1370.611111,158.222222,1.500000,90.000000,12.444444,1113.111111,6.222222,0.000000,0.000000,0.300469,0.041546,3.716167,0.020773,0.000000,0.000000,4.058182,1.283036,0.046261,4.058182,1.132712,0.358980,7.000000,1.000000,2.000000,158,1371,2,158,1364,0,159,1377,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,8.569444,   342.079617,    18.495394,    88.000000,     0.000000,     2.000000,   617.000000,54
1522,4180.000000,5783836.000000,1071232.000000,6270.000000,1383.692823,256.275598,1.500000,5225.000000,414818.511005,350969.584689,-48478.132057,0.000000,0.000000,0.077598,6.160601,5.212360,-0.719964,0.000000,0.000000,11.450560,32.475445,2.451552,11.450560,5.698723,1.348384,20.000000,23.000000,2.000000,256,1384,2,234,1364,0,279,1400,3,1.647129,   417.404766,    20.430486,   255.000000,     0.000000,     0.000000,  6885.000000,27,2.169139,    40.965642,     6.400441,    67.000000,     0.000000,     0.000000,  9067.000000,1383
1523,592.000000,812020.000000,377300.000000,888.000000,1371.655405,637.331081,1.500000,740.000000,8939.108108,7413.702703,-76.459459,0.000000,0.000000,0.148868,1.798313,1.491442,-0.015382,0.000000,0.000000,3.438623,3.171583,0.399242,3.438623,1.780894,0.736340,9.000000,9.000000,2.000000,637,1372,2,628,1364,0,646,1381,3,0.402027,    90.210351,     9.497913,   231.000000,     0.000000,     0.000000,   238.000000,2,3.005068,    96.773240,     9.837339,    89.000000,     0.000000,     0.000000,  1779.000000,140
1524,1032.000000,1416768.000000,761032.000000,1548.000000,1372.837209,737.434109,1.500000,1290.000000,28645.519380,17860.651163,2828.930233,0.000000,0.000000,0.123694,2.746737,1.712607,0.271258,0.000000,0.000000,4.583039,5.182096,0.572767,4.583039,2.276422,0.830474,9.000000,12.000000,2.000000,737,1373,2,726,1364,0,749,1382,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,3.156977,   110.479699,    10.510932,   112.000000,     0.000000,     0.000000,  3258.000000,355
1525,2768.000000,3822988.000000,1176316.000000,4152.000000,1381.137283,424.969653,1.500000,3460.000000,228729.450867,115999.832370,-26312.468208,0.000000,0.000000,0.089027,5.885282,2.984713,-0.677028,0.000000,0.000000,8.959022,17.897180,1.523029,8.959022,4.230506,1.150543,15.000000,21.000000,2.000000,425,1381,2,404,1367,0,445,1396,3,0.139451,    20.289907,     4.504432,   194.000000,     0.000000,     0.000000,   386.000000,4,2.789379,    55.418217,     7.444341,    64.000000,     0.000000,     0.000000,  7721.000000,762
1526,1620.000000,2234568.000000,1101220.000000,2430.000000,1379.362963,679.765432,1.500000,2025.000000,53178.864198,66006.577778,-24926.074074,0.000000,0.000000,0.106432,2.795025,3.469236,-1.310088,0.000000,0.000000,6.370693,8.646988,0.849355,6.370693,2.940576,0.947029,12.000000,12.000000,2.000000,680,1379,2,668,1367,0,691,1391,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.871605,    84.191040,     9.175568,    88.000000,     0.000000,     0.000000,  4652.000000,424
1527,2492.000000,3442328.000000,511024.000000,3738.000000,1381.351525,205.065811,1.500000,3115.000000,222249.207063,79976.064205,-24513.650080,0.000000,0.000000,0.092199,6.578237,2.367169,-0.725567,0.000000,0.000000,9.037605,15.870113,1.387170,9.037605,3.983731,1.115261,12.000000,22.000000,2.000000,205,1381,2,183,1369,0,222,1393,3,1.739567,   440.740256,    20.993815,   255.000000,     0.000000,     0.000000,  4335.000000,17,2.276886,    41.600541,     6.449848,    65.000000,     0.000000,     0.000000,  5674.000000,649
1528,1688.000000,2334132.000000,1212848.000000,2532.000000,1382.779621,718.511848,1.500000,2110.000000,53773.763033,66434.018957,5826.407583,0.000000,0.000000,0.104983,2.675514,3.305425,0.289893,0.000000,0.000000,6.085921,9.387568,0.919617,6.085921,3.063914,0.972454,14.000000,15.000000,2.000000,719,1383,2,704,1369,0,730,1395,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,3.596564,   130.738743,    11.434104,   114.000000,     0.000000,     0.000000,  6071.000000,536
1529,548.000000,755832.000000,445236.000000,822.000000,1379.255474,812.474453,1.500000,685.000000,5184.642336,9848.233577,2917.576642,0.000000,0.000000,0.152751,1.156143,2.196094,0.650601,0.000000,0.000000,3.504987,2.627772,0.323177,3.504987,1.621040,0.686247,10.000000,8.000000,2.000000,812,1379,2,807,1369,0,820,1387,3,8.841241,  2180.327583,    46.693978,   255.000000,     0.000000,     0.000000,  4845.000000,19,1.708029,    36.474012,     6.039372,    51.000000,     0.000000,     0.000000,   936.000000,131
1530,816.000000,1124016.000000,252592.000000,1224.000000,1377.470588,309.549020,1.500000,1020.000000,17386.039216,11323.294118,-770.823529,0.000000,0.000000,0.133766,2.280064,1.484975,-0.101088,0.000000,0.000000,3.898806,3.879256,0.451544,3.898806,1.969583,0.767185,9.000000,11.000000,2.000000,310,1377,2,301,1371,0,321,1386,3,1.562500,   396.481979,    19.911855,   255.000000,     0.000000,     0.000000,  1275.000000,5,1.920343,    27.756837,     5.268476,    44.000000,     0.000000,     0.000000,  1567.000000,234
1531,2916.000000,4056560.000000,1908400.000000,4374.000000,1391.138546,654.458162,1.500000,3645.000000,90779.895748,382436.027435,21154.902606,0.000000,0.000000,0.087495,2.179079,9.179988,0.507802,0.000000,0.000000,11.446561,20.739913,1.727672,11.446561,4.554109,1.199924,25.000000,13.000000,2.000000,654,1391,2,642,1371,0,667,1416,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,3.053841,    84.366568,     9.185128,    95.000000,     0.000000,     0.000000,  8905.000000,750
1532,1988.000000,2750952.000000,1519184.000000,2982.000000,1383.778672,764.177062,1.500000,2485.000000,102793.674044,79110.615694,35505.907445,0.000000,0.000000,0.099412,4.112235,3.164800,1.420405,0.000000,0.000000,7.376446,11.720273,1.093217,7.376446,3.423488,1.030154,13.000000,16.000000,2.000000,764,1384,2,748,1371,0,779,1397,3,3.463280,   871.580433,    29.522541,   255.000000,     0.000000,     0.000000,  6885.000000,27,2.336519,    51.255092,     7.159266,    71.000000,     0.000000,     0.000000,  4645.000000,541
1533,3144.000000,4371024.000000,1751108.000000,4716.000000,1390.274809,556.968193,1.500000,3930.000000,218160.819338,186890.564885,23439.480916,0.000000,0.000000,0.085326,4.736600,4.057676,0.508906,0.000000,0.000000,8.879602,19.710983,1.617836,8.879602,4.439705,1.173937,17.000000,17.000000,2.000000,557,1390,2,540,1373,0,573,1404,3,0.038168,     4.580153,     2.140129,   120.000000,     0.000000,     0.000000,   120.000000,1,1.715013,    41.541410,     6.445263,    88.000000,     0.000000,     0.000000,  5392.000000,609
