Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,MS2mol_mean,MS2mol_var,MS2mol_stdev,MS2mol_max,MS2mol_min,MS2mol_median,MS2mol_muc,MS2mol_notempty,celnumber
1496,6.000000,3684.000000,5031.000000,0.000000,614.000000,838.500000,0.000000,0.000000,1.500000,4.000000,0.000000,0.000000,0.000000,0.000000,0.137580,0.366881,0.000000,0.000000,0.000000,0.504461,0.050476,0.000000,0.504461,0.224668,-0.000000,1.000000,1.000000,0.000000,839,614,0,838,613,0,839,615,0,2.166667,     1.766667,     1.329160,     4.000000,     0.000000,     2.000000,    13.000000,5,0
1497,5.000000,3068.000000,4569.000000,0.000000,613.600000,913.800000,0.000000,0.000000,2.800000,1.200000,0.600000,0.000000,0.000000,0.000000,0.327490,0.140353,0.070176,0.000000,0.000000,0.467843,0.041039,0.000000,0.467843,0.202582,-0.000000,1.000000,1.000000,0.000000,914,614,0,913,613,0,915,614,0,21.200000,   117.200000,    10.825895,    30.000000,     4.000000,    24.000000,   106.000000,5,611
1498,4.000000,2458.000000,3122.000000,0.000000,614.500000,780.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,781,615,0,780,614,0,781,615,0,7.750000,    30.916667,     5.560276,    14.000000,     1.000000,     6.000000,    31.000000,4,594
1499,19.000000,11703.000000,18152.000000,0.000000,615.947368,955.368421,0.000000,0.000000,54.421053,28.947368,14.368421,0.000000,0.000000,0.000000,1.073401,0.570958,0.283403,0.000000,0.000000,1.644360,0.532550,0.000000,1.644360,0.729760,-0.000000,2.000000,3.000000,0.000000,955,616,0,953,614,0,958,618,0,4.789474,     8.397661,     2.897872,    11.000000,     1.000000,     4.000000,    91.000000,19,0
1500,4.000000,2462.000000,666.000000,0.000000,615.500000,166.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,167,616,0,166,615,0,167,616,0,2.250000,     0.916667,     0.957427,     3.000000,     1.000000,     2.000000,     9.000000,4,605
1501,10.000000,6163.000000,2232.000000,0.000000,616.300000,223.200000,0.000000,0.000000,5.600000,12.100000,2.400000,0.000000,0.000000,0.000000,0.259929,0.561632,0.111398,0.000000,0.000000,0.821561,0.133575,0.000000,0.821561,0.365479,-0.000000,2.000000,1.000000,0.000000,223,616,0,222,615,0,224,618,0,2.700000,     1.344444,     1.159502,     5.000000,     1.000000,     2.000000,    27.000000,10,597
1502,20.000000,12350.000000,17210.000000,0.000000,617.500000,860.500000,0.000000,0.000000,21.000000,57.000000,6.000000,0.000000,0.000000,0.000000,0.386823,1.049949,0.110521,0.000000,0.000000,1.436772,0.393930,0.000000,1.436772,0.627638,-0.000000,3.000000,2.000000,0.000000,861,618,0,859,615,0,862,620,0,14.550000,    34.365789,     5.862234,    24.000000,     0.000000,    16.000000,   291.000000,19,0
1503,9.000000,5567.000000,1261.000000,0.000000,618.555556,140.111111,0.000000,0.000000,4.888889,10.222222,-3.555556,0.000000,0.000000,0.000000,0.261148,0.546037,-0.189926,0.000000,0.000000,0.807185,0.106525,0.000000,0.807185,0.326381,-0.000000,2.000000,1.000000,0.000000,140,619,0,139,617,0,141,620,0,25.000000,   197.500000,    14.053469,    47.000000,     6.000000,    24.000000,   225.000000,9,576
1504,4.000000,2470.000000,2646.000000,0.000000,617.500000,661.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,662,618,0,661,617,0,662,618,0,1.500000,     0.333333,     0.577350,     2.000000,     1.000000,     1.000000,     6.000000,4,620
1505,4.000000,2474.000000,754.000000,0.000000,618.500000,188.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,189,619,0,188,618,0,189,619,0,3.750000,     6.916667,     2.629956,     6.000000,     1.000000,     2.000000,    15.000000,4,597
1506,4.000000,2474.000000,2694.000000,0.000000,618.500000,673.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,674,619,0,673,618,0,674,619,0,1.750000,     0.250000,     0.500000,     2.000000,     1.000000,     2.000000,     7.000000,4,621
1507,2.000000,1237.000000,1700.000000,0.000000,618.500000,850.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,850,619,0,850,618,0,850,619,0,9.500000,     0.500000,     0.707107,    10.000000,     9.000000,     9.000000,    19.000000,2,591
1508,4.000000,2478.000000,318.000000,0.000000,619.500000,79.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,80,620,0,79,619,0,80,620,0,2.000000,     0.666667,     0.816497,     3.000000,     1.000000,     2.000000,     8.000000,4,0
1509,7.000000,4340.000000,1204.000000,0.000000,620.000000,172.000000,0.000000,0.000000,4.000000,4.000000,2.000000,0.000000,0.000000,0.000000,0.298719,0.298719,0.149359,0.000000,0.000000,0.597438,0.066925,0.000000,0.597438,0.258698,-0.000000,1.000000,1.000000,0.000000,172,620,0,171,619,0,173,621,0,4.714286,     6.571429,     2.563480,     8.000000,     2.000000,     5.000000,    33.000000,7,605
1510,18.000000,11181.000000,4484.000000,0.000000,621.166667,249.111111,0.000000,0.000000,17.777778,44.500000,-7.333333,0.000000,0.000000,0.000000,0.376861,0.943329,-0.155455,0.000000,0.000000,1.320190,0.331337,0.000000,1.320190,0.575619,-0.000000,3.000000,2.000000,0.000000,249,621,0,248,619,0,251,624,0,1.166667,     0.617647,     0.785905,     3.000000,     0.000000,     1.000000,    21.000000,15,602
1511,10.000000,6202.000000,8967.000000,0.000000,620.200000,896.700000,0.000000,0.000000,12.100000,5.600000,-2.400000,0.000000,0.000000,0.000000,0.561632,0.259929,-0.111398,0.000000,0.000000,0.821561,0.133575,0.000000,0.821561,0.365479,-0.000000,1.000000,2.000000,0.000000,897,620,0,895,619,0,898,621,0,2.900000,     1.433333,     1.197219,     4.000000,     0.000000,     3.000000,    29.000000,9,0
1512,4.000000,2482.000000,3782.000000,0.000000,620.500000,945.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,946,621,0,945,620,0,946,621,0,14.250000,     6.916667,     2.629956,    17.000000,    12.000000,    12.000000,    57.000000,4,622
1513,18.000000,11238.000000,15748.000000,0.000000,624.333333,874.888889,0.000000,0.000000,19.777778,72.000000,20.666667,0.000000,0.000000,0.000000,0.419257,1.526286,0.438101,0.000000,0.000000,1.945543,0.447975,0.000000,1.945543,0.669309,-0.000000,3.000000,2.000000,0.000000,875,624,0,873,621,0,877,627,0,5.333333,     6.705882,     2.589572,    10.000000,     2.000000,     5.000000,    96.000000,18,0
1514,4.000000,2490.000000,578.000000,0.000000,622.500000,144.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,145,623,0,144,622,0,145,623,0,7.000000,     6.000000,     2.449490,     9.000000,     4.000000,     6.000000,    28.000000,4,0
1515,4.000000,2494.000000,3870.000000,0.000000,623.500000,967.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,968,624,0,967,623,0,968,624,0,2.750000,     0.250000,     0.500000,     3.000000,     2.000000,     3.000000,    11.000000,4,0
1516,1.000000,624.000000,866.000000,0.000000,624.000000,866.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,866,624,0,866,624,0,866,624,0,1.782609,     0.000000,     0.000000,     4.000000,     4.000000,     4.000000,     4.000000,1,615
